識別番号,漢字,種類,異体字(表に含む)
2978,麿,2. その他,
2979,黎,2. その他,
2980,黛,2. その他,
2981,鼎,2. その他,
2982,亙,2. その他,亘
2983,凛,2. その他,凜
2984,堯,2. その他,尭
2985,巖,2. その他,巌
2986,晄,2. その他,晃
2987,檜,2. その他,桧
2988,槇,2. その他,槙
2989,渚,2. その他,渚
2990,猪,2. その他,猪
2991,琢,2. その他,琢
2992,禰,2. その他,祢
2993,祐,2. その他,祐
2994,禱,2. その他,祷
2995,祿,2. その他,禄
2996,禎,2. その他,禎
2997,穰,2. その他,穣
2998,萠,2. その他,萌
2999,遙,2. その他,遥
