掲載ページ,漢字識別番号,字体識別番号,漢字,字体,漢検級,補足
249,791,952,艱,,1級,
249,792,953,駻,,1級,
249,793,954,鼾,,1級,
249,794,955,檻,,1級,
249,795,956,簡,,5級,
250,796,957,観,,7級,
250,796,958,,旧字,1/準1級,
250,796,959,觀,旧字,1/準1級,
250,797,960,韓,,2級,
251,797,961,,旧字,1/準1級,
251,798,962,瀚,,1級,
251,799,963,懽,,1級,
251,800,964,灌,,準1級,
251,800,965,潅,異体字,,
251,801,966,轗,,1級,
251,802,967,鰔,,1級,
251,803,968,鹹,,1級,
251,804,969,艦,,準2級,
252,805,970,鐶,,1級,
252,806,971,鰥,,1級,
252,807,972,鑑,,4級,
252,807,973,鑒,異体字,1級,
252,808,974,鬟,,1級,
252,809,975,讙,,1級,
253,810,976,驩,,1級,
253,811,977,鸛,,1級,
253,812,978,丸,,9級,
253,813,979,含,,4級,
254,814,980,岩,,9級,
254,815,981,岸,,8級,
254,816,982,玩,,2級,
255,817,983,莟,,1級,
255,818,984,偐,,1級,
255,819,985,眼,,6級,
256,820,986,嵒,,1級,
256,821,987,雁,,準1級,
256,821,988,鴈,異体字,,
256,822,989,頑,,準2級,
257,823,990,翫,,準1級,
257,823,991,,異体字,,
257,824,992,頷,,1級,
257,825,993,癌,,準1級,
257,826,994,顔,,9級,
257,826,995,顏,旧字,1/準1級,
258,827,996,贋,,準1級,
258,828,997,願,,7級,
258,829,998,巌,,準1級,
258,829,999,巖,旧字,1/準1級,
258,830,1000,龕,,1級,
259,831,1001,几,,1級,
259,832,1002,卉,,1級,
259,832,1003,,異体字,,
259,833,1004,企,,3級,
259,834,1005,伎,,2級,
260,835,1006,危,,5級,
260,836,1007,机,,5級,
260,837,1008,気,,10級,
260,837,1009,氣,旧字,1/準1級,
263,838,1010,圻,,1級,
263,839,1011,岐,,7級,
263,840,1012,希,,7級,
263,841,1013,忌,,3級,
264,842,1014,杞,,1級,
264,843,1015,汽,,9級,
264,844,1016,其,,準1級,
265,845,1017,奇,,4級,
266,846,1018,季,,7級,
266,847,1019,祈,,4級,
266,847,1020,祈,旧字,1/準1級,
267,848,1021,祁,,準1級,
267,848,1022,,異体字,,
267,849,1023,枳,,1級,
267,850,1024,癸,,1級,
267,851,1025,紀,,6級,
267,852,1026,軌,,3級,
268,853,1027,剞,,1級,
268,854,1028,唏,,1級,
268,855,1029,帰,,9級,
268,855,1030,歸,旧字,1/準1級,
269,856,1031,既,,3級,
269,856,1032,既,旧字,1/準1級,
269,856,1033,,旧字,1/準1級,
269,857,1034,耆,,1級,
270,858,1035,記,,9級,
270,859,1036,起,,8級,
271,860,1037,飢,,準2級,
271,860,1038,,旧字,1/準1級,
271,861,1039,鬼,,4級,
273,862,1040,基,,6級,
273,863,1041,寄,,6級,
274,864,1042,悸,,1級,
274,865,1043,掎,,1級,
274,866,1044,晞,,1級,
274,867,1045,欷,,1級,
274,868,1046,萁,,1級,
274,869,1047,規,,6級,
275,870,1048,跂,,1級,
275,871,1049,馗,,1級,
275,872,1050,亀,,2級,
275,873,1051,龜,旧字,1/準1級,
275,874,1052,喜,,6級,
276,875,1053,喟,,1級,
276,876,1054,幾,,4級,
276,877,1055,揮,,5級,
276,878,1056,揆,,1級,
276,879,1057,期,,8級,
277,880,1058,朞,,1級,
277,881,1059,棋,,3級,
277,881,1060,棊,異体字,1級,
277,882,1061,稀,,準1級,
277,883,1062,葵,,準1級,
277,884,1063,貴,,5級,
278,885,1064,逵,,1級,
278,886,1065,愧,,1級,
278,887,1066,暉,,1級,
278,888,1067,棄,,3級,
279,889,1068,毀,,2級,
279,890,1069,畸,,1級,
279,891,1070,祺,,1級,
279,892,1071,詭,,1級,
279,893,1072,跪,,1級,
279,894,1073,僖,,1級,
279,895,1074,匱,,1級,
280,896,1075,旗,,7級,
280,897,1076,箕,,準1級,
280,898,1077,綺,,1級,
281,899,1078,綦,,1級,
281,900,1079,器,,7級,
281,900,1080,器,旧字,1/準1級,
281,901,1081,嬉,,準1級,
281,902,1082,槻,,準1級,
281,903,1083,毅,,準1級,
281,904,1084,熙,,1級,
281,904,1085,煕,異体字,,
281,904,1086,熈,異体字,,
281,905,1087,畿,,2級,
282,906,1088,,,1級,足其
282,907,1089,輝,,4級,
282,908,1090,麾,,1級,
282,909,1091,冀,,1級,
282,910,1092,,,1級,
282,910,1093,曁,異体字,,
282,911,1094,機,,7級,
283,912,1095,熹,,1級,
283,913,1096,窺,,準1級,
283,914,1097,徽,,準1級,
283,914,1098,,異体字,,
284,915,1099,燬,,1級,
284,916,1100,磯,,準1級,
284,917,1101,禧,,1級,
284,918,1102,虧,,1級,
284,919,1103,覬,,1級,
284,920,1104,諱,,1級,
284,920,1105,,異体字,,
284,921,1106,櫃,,1級,
284,922,1107,簣,,1級,
284,923,1108,騎,,3級,
285,924,1109,騏,,1級,
285,925,1110,譏,,1級,
285,926,1111,餽,,1級,
285,927,1112,麒,,準1級,
285,928,1113,饋,,1級,
285,929,1114,饑,,1級,
285,930,1115,鰭,,準1級,
286,931,1116,羇,,1級,
286,932,1117,,,1級,
286,932,1118,屓,異体字,,
286,933,1119,羈,,1級,
286,934,1120,驥,,1級,
286,935,1121,妓,,準1級,
287,936,1122,技,,6級,
287,937,1123,沂,,1級,
287,938,1124,宜,,準2級,
287,939,1125,祇,,準1級,
287,939,1126,,異体字,,
287,940,1127,偽,,準2級,
287,940,1128,僞,旧字,1/準1級,
288,941,1129,欺,,3級,
288,942,1130,義,,6級,
288,943,1131,疑,,5級,
289,944,1132,儀,,4級,
289,945,1133,戯,,4級,
289,945,1134,戲,旧字,1/準1級,
290,946,1135,誼,,準1級,
290,947,1136,嶬,,1級,
290,948,1137,羲,,1級,
290,949,1138,嶷,,1級,
290,950,1139,擬,,準2級,
291,951,1140,犠,,3級,
291,951,1141,犧,旧字,1/準1級,
291,952,1142,礒,,1級,
291,953,1143,魏,,1級,
291,954,1144,艤,,1級,
291,955,1145,蟻,,準1級,
292,956,1146,曦,,1級,
292,957,1147,議,,7級,
292,958,1148,巍,,1級,
292,959,1149,掬,,準1級,
292,960,1150,菊,,3級,
293,961,1151,椈,,1級,
293,962,1152,鞠,,準1級,
293,963,1153,鞫,,1級,
293,964,1154,麴,,準1級,
293,964,1155,麹,異体字,,
293,965,1156,,,1級,宗鳥
294,966,1157,鱚,,1級,
294,967,1158,吉,,3級,
295,968,1159,吃,,準1級,
295,969,1160,屹,,1級,
295,970,1161,迄,,準1級,
295,970,1162,,異体字,,
295,971,1163,佶,,1級,
295,972,1164,拮,,1級,
295,973,1165,桔,,準1級,
295,974,1166,訖,,1級,
295,975,1167,喫,,3級,
295,975,1168,,旧字,1/準1級,
296,976,1169,詰,,4級,
296,977,1170,橘,,準1級,
296,978,1171,却,,4級,
296,978,1172,卻,異体字,1級,
297,979,1173,客,,8級,
297,980,1174,脚,,4級,
298,981,1175,虐,,3級,
298,982,1176,逆,,6級,
298,982,1177,,旧字,1/準1級,
299,983,1178,瘧,,1級,
299,984,1179,謔,,1級,
299,985,1180,九,,10級,
300,986,1181,久,,6級,
301,987,1182,及,,4級,
301,987,1183,,旧字,1/準1級,
301,988,1184,弓,,9級,
301,989,1185,仇,,準1級,
302,990,1186,丘,,4級,
302,991,1187,旧,,6級,
302,991,1188,,旧字,1/準1級,
302,991,1189,舊,旧字,1/準1級,
303,992,1190,休,,10級,
303,993,1191,吸,,5級,
303,993,1192,,旧字,1/準1級,
304,994,1193,朽,,4級,
304,995,1194,臼,,2級,
304,996,1195,岌,,1級,
304,997,1196,求,,7級,
305,998,1197,汲,,準1級,
305,998,1198,,,,
305,999,1199,灸,,準1級,
305,1000,1200,玖,,準1級,
305,1001,1201,究,,8級,
305,1002,1202,糺,,1級,
305,1003,1203,咎,,1級,
305,1004,1204,泣,,7級,
306,1005,1205,疚,,1級,
306,1006,1206,穹,,1級,
306,1007,1207,邱,,1級,
306,1008,1208,急,,8級,
306,1008,1209,,旧字,1/準1級,
307,1009,1210,柩,,1級,
307,1010,1211,級,,8級,
307,1010,1212,,旧字,1/準1級,
308,1011,1213,糾,,準2級,
308,1011,1214,,旧字,1/準1級,
308,1012,1215,宮,,8級,
308,1013,1216,笈,,準1級,
308,1013,1217,,異体字,,
308,1014,1218,赳,,1級,
308,1014,1219,,旧字,1/準1級,
308,1015,1220,躬,,1級,
308,1016,1221,救,,6級,
309,1017,1222,毬,,1級,
309,1018,1223,球,,8級,
309,1019,1224,蚯,,1級,
310,1020,1225,逑,,1級,
310,1021,1226,給,,7級,
310,1022,1227,翕,,1級,
310,1023,1228,韮,,準1級,
310,1023,1229,韭,異体字,,
310,1024,1230,嗅,,2級,
310,1025,1231,舅,,1級,
310,1026,1232,裘,,1級,
311,1027,1233,鳩,,準1級,
311,1028,1234,厩,,準1級,
311,1028,1235,廏,異体字,,
311,1028,1236,廐,異体字,,
311,1028,1237,,異体字,,
311,1029,1238,摎,,1級,
311,1030,1239,樛,,1級,
311,1031,1240,窮,,準2級,
312,1032,1241,歙,,1級,
312,1033,1242,鬮,,1級,
312,1034,1243,牛,,9級,
314,1035,1244,去,,8級,
314,1036,1245,巨,,4級,
314,1036,1246,,旧字,1/準1級,
315,1037,1247,居,,6級,
316,1038,1248,拠,,4級,
316,1038,1249,據,旧字,1/準1級,
316,1039,1250,拒,,準2級,
316,1039,1251,,旧字,1/準1級,
316,1040,1252,,,1級,
316,1040,1253,苣,異体字,,
316,1041,1254,炬,,1級,
316,1041,1255,,,,
316,1042,1256,倨,,1級,
316,1043,1257,挙,,7級,
316,1043,1258,擧,旧字,1/準1級,
317,1044,1259,秬,,1級,
317,1045,1260,虚,,3級,
317,1045,1261,虛,旧字,1/準1級,
318,1046,1262,許,,6級,
319,1047,1263,渠,,準1級,
319,1047,1264,,異体字,,
319,1048,1265,距,,4級,
319,1048,1266,,旧字,1/準1級,
319,1049,1267,筥,,1級,
319,1050,1268,鉅,,1級,
319,1051,1269,噓,,準1級,
319,1051,1270,嘘,異体字,,
319,1052,1271,墟,,1級,
319,1053,1272,踞,,1級,
320,1054,1273,歔,,1級,
320,1055,1274,鋸,,準1級,
320,1056,1275,遽,,1級,
320,1057,1276,醵,,1級,
320,1058,1277,欅,,1級,
320,1058,1278,,異体字,,
320,1059,1279,圉,,1級,
320,1060,1280,魚,,9級,
321,1061,1281,御,,4級,
326,1062,1282,馭,,1級,
326,1063,1283,漁,,7級,
326,1064,1284,禦,,準1級,
326,1065,1285,孒,,1級,
326,1066,1286,凶,,4級,
327,1067,1287,叶,,準1級,
327,1068,1288,兇,,準1級,
327,1069,1289,共,,7級,
328,1070,1290,匈,,1級,
328,1071,1291,匡,,準1級,
328,1072,1292,叫,,4級,
328,1072,1293,,旧字,1/準1級,
328,1073,1294,劫,,準1級,
329,1074,1295,夾,,1級,
329,1075,1296,杏,,準1級,
329,1076,1297,狂,,4級,
330,1077,1298,京,,9級,
330,1078,1299,享,,準2級,
330,1079,1300,供,,5級,
331,1080,1301,協,,7級,
331,1081,1302,怯,,準1級,
331,1082,1303,況,,4級,
332,1083,1304,羌,,1級,
332,1084,1305,俠,,準1級,
332,1084,1306,侠,異体字,,
332,1085,1307,姜,,1級,
332,1086,1308,峡,,3級,
332,1086,1309,峽,旧字,1/準1級,
332,1087,1310,恟,,1級,
332,1088,1311,恊,,1級,
332,1089,1312,挟,,準2級,
332,1089,1313,挾,旧字,1/準1級,
332,1090,1314,拱,,1級,
332,1091,1315,洶,,1級,
333,1092,1316,狭,,4級,
333,1092,1317,狹,旧字,1/準1級,
333,1093,1318,矜,,1級,
333,1094,1319,恐,,4級,
334,1095,1320,恭,,準2級,
334,1096,1321,框,,1級,
334,1097,1322,胸,,5級,
335,1098,1323,脅,,3級,
335,1099,1324,莢,,1級,
335,1100,1325,陜,,1級,
335,1101,1326,強,,9級,
337,1102,1327,教,,9級,
337,1102,1328,,旧字,1/準1級,
338,1103,1329,梟,,1級,
338,1104,1330,皎,,1級,
338,1105,1331,竟,,1級,
339,1106,1332,郷,,5級,
339,1106,1333,鄕,旧字,1/準1級,
339,1106,1334,,旧字,1/準1級,
339,1107,1335,喬,,準1級,
339,1107,1336,筐,異体字,1級,
339,1108,1337,筺,,,
339,1109,1338,,,1級,
339,1109,1339,蛩,異体字,,
340,1110,1340,蛬,,1級,
340,1111,1341,筴,,1級,
340,1112,1342,,,1級,
340,1112,1343,跫,異体字,,
340,1113,1344,僑,,準1級,
340,1114,1345,兢,,1級,
340,1115,1346,境,,6級,
340,1116,1347,誑,,1級,
340,1117,1348,僵,,1級,
340,1118,1349,嬌,,1級,
341,1119,1350,篋,,1級,
341,1120,1351,蕎,,準1級,
341,1121,1352,鋏,,1級,
341,1122,1353,,,1級,
341,1122,1354,鞏,異体字,,
341,1123,1355,彊,,準1級,
341,1124,1356,徼,,1級,
341,1125,1357,橋,,8級,
342,1126,1358,橇,,1級,
342,1127,1359,薑,,1級,
342,1128,1360,襁,,1級,
342,1129,1361,橿,,準1級,
342,1130,1362,矯,,準2級,
342,1131,1363,,,1級,
342,1131,1364,繦,異体字,,
342,1132,1365,竅,,1級,
342,1133,1366,嚮,,1級,
342,1133,1367,,異体字,,
343,1134,1368,疆,,1級,
343,1135,1369,蹻,,1級,
343,1136,1370,轎,,1級,
343,1137,1371,鏡,,7級,
343,1138,1372,競,,7級,
344,1139,1373,響,,4級,
344,1139,1374,響,旧字,1/準1級,
344,1139,1375,,旧字,1/準1級,
344,1140,1376,饗,,準1級,
344,1140,1377,,異体字,,
344,1140,1378,,異体字,,
344,1141,1379,驚,,4級,
344,1141,1380,,旧字,1/準1級,
344,1142,1381,驕,,1級,
345,1143,1382,仰,,4級,
345,1144,1383,尭,,準1級,
345,1144,1384,堯,旧字,1/準1級,
346,1145,1385,暁,,準2級,
346,1145,1386,曉,旧字,1/準1級,
346,1146,1387,業,,8級,
347,1147,1388,僥,,1級,
347,1148,1389,嶢,,1級,
347,1149,1390,澆,,1級,
347,1150,1391,凝,,3級,
347,1151,1392,翹,,1級,
347,1152,1393,蟯,,1級,
347,1153,1394,驍,,1級,
348,1154,1395,旭,,準1級,
348,1155,1396,曲,,8級,
349,1156,1397,局,,8級,
349,1157,1398,亟,,1級,
349,1158,1399,洫,,1級,
349,1159,1400,勖,,1級,
349,1159,1401,勗,異体字,,
349,1160,1402,極,,7級,
350,1161,1403,棘,,1級,
350,1162,1404,跼,,1級,
351,1163,1405,蕀,,1級,
351,1164,1406,髷,,1級,
351,1165,1407,檋,,1級,
351,1166,1408,玉,,10級,
353,1167,1409,瓩,,1級,
353,1168,1410,粁,,準1級,
353,1169,1411,竏,,1級,
353,1170,1412,巾,,2級,
353,1171,1413,斤,,3級,
353,1172,1414,听,,1級,
353,1173,1415,均,,6級,
354,1174,1416,忻,,1級,
354,1175,1417,芹,,準1級,
354,1176,1418,近,,9級,
354,1176,1419,,旧字,1/準1級,
355,1177,1420,欣,,準1級,
355,1178,1421,金,,10級,
359,1179,1422,衿,,準1級,
359,1180,1423,衾,,1級,
359,1181,1424,掀,,1級,
359,1182,1425,菌,,準2級,
360,1183,1426,菫,,1級,
360,1184,1427,勤,,5級,
360,1184,1428,勤,旧字,1/準1級,
360,1185,1429,欽,,準1級,
360,1186,1430,琴,,準2級,
361,1187,1431,窘,,1級,
361,1188,1432,筋,,5級,
361,1189,1433,鈞,,1級,
361,1190,1434,釿,,1級,
361,1191,1435,僅,,2級,
361,1191,1436,,異体字,,
361,1192,1437,禁,,6級,
362,1193,1438,禽,,準1級,
362,1194,1439,箘,,1級,
362,1195,1440,槿,,1級,
363,1196,1441,瑾,,1級,
363,1197,1442,緊,,3級,
363,1198,1443,噤,,1級,
363,1199,1444,擒,,1級,
363,1200,1445,錦,,2級,
364,1201,1446,懃,,1級,
364,1202,1447,檎,,準1級,
364,1203,1448,謹,,準2級,
364,1203,1449,謹,旧字,1/準1級,
364,1204,1450,襟,,準2級,
365,1205,1451,覲,,1級,
365,1206,1452,麕,,1級,
365,1206,1453,,異体字,,
365,1207,1454,饉,,1級,
365,1208,1455,,,1級,
365,1208,1456,釁,異体字,,
365,1209,1457,吟,,準2級,
365,1210,1458,垠,,1級,
365,1211,1459,崟,,1級,
365,1212,1460,銀,,8級,
366,1213,1461,憖,,1級,
366,1214,1462,齦,,1級,
366,1215,1463,区,,8級,
366,1215,1464,區,旧字,1/準1級,
366,1216,1465,句,,6級,
367,1217,1466,吁,,1級,
367,1218,1467,佝,,1級,
367,1219,1468,劬,,1級,
367,1220,1469,吼,,1級,
367,1221,1470,狗,,準1級,
367,1222,1471,苦,,8級,
369,1223,1472,枸,,1級,
369,1224,1473,俱,,準1級,
369,1224,1474,倶,異体字,,
369,1225,1475,栩,,1級,
369,1226,1476,矩,,準1級,
369,1226,1477,,旧字,1/準1級,
370,1227,1478,煦,,1級,
370,1228,1479,嶇,,1級,
370,1229,1480,駆,,4級,
370,1229,1481,驅,旧字,1/準1級,
370,1230,1482,駈,,準1級,
370,1231,1483,窶,,1級,
370,1232,1484,瞿,,1級,
370,1233,1485,軀,,準1級,
370,1233,1486,躯,異体字,,
371,1234,1487,懼,,1級,
371,1235,1488,衢,,1級,
371,1236,1489,具,,8級,
371,1237,1490,禺,,1級,
371,1238,1491,惧,,2級,
371,1239,1492,愚,,3級,
372,1240,1493,颶,,1級,
372,1241,1494,麌,,1級,
372,1242,1495,空,,10級,
375,1243,1496,偶,,3級,
375,1244,1497,寓,,準1級,
375,1245,1498,嵎,,1級,
375,1246,1499,遇,,3級,
375,1246,1500,,旧字,1/準1級,
375,1247,1501,隅,,準2級,
376,1248,1502,耦,,1級,
376,1249,1503,藕,,1級,
376,1250,1504,串,,2級,
377,1251,1505,屈,,4級,
377,1252,1506,倔,,1級,
377,1253,1507,崛,,1級,
377,1254,1508,掘,,4級,
378,1255,1509,窟,,2級,
378,1256,1510,椚,,1級,
378,1257,1511,熊,,7級,
379,1258,1512,粂,,準1級,
380,1259,1513,喰,,準1級,
380,1259,1514,,異体字,,
380,1260,1515,繰,,4級,
380,1261,1516,俥,,1級,
381,1262,1517,君,,8級,
382,1263,1518,訓,,7級,
382,1264,1519,葷,,1級,
383,1265,1520,裙,,1級,
383,1266,1521,皹,,1級,
383,1266,1522,皸,異体字,,
383,1267,1523,勲,,準2級,
383,1267,1524,勳,旧字,1/準1級,
383,1268,1525,薫,,準2級,
383,1268,1526,,旧字,1/準1級,
383,1268,1527,薰,旧字,1/準1級,
384,1269,1528,燻,,1級,
384,1269,1529,熏,異体字,,
384,1270,1530,醺,,1級,
384,1271,1531,軍,,7級,
385,1272,1532,郡,,7級,
385,1273,1533,群,,7級,
386,1274,1534,袈,,準1級,
386,1275,1535,兄,,9級,
387,1276,1536,刑,,3級,
387,1277,1537,圭,,準1級,
387,1278,1538,冏,,1級,
387,1279,1539,形,,9級,
388,1280,1540,系,,5級,
388,1281,1541,径,,7級,
388,1281,1542,徑,旧字,1/準1級,
389,1282,1543,茎,,準2級,
389,1282,1544,,旧字,1/準1級,
389,1282,1545,莖,旧字,1/準1級,
389,1283,1546,係,,8級,
389,1284,1547,剄,,1級,
389,1285,1548,勁,,1級,
389,1286,1549,型,,6級,
390,1287,1550,契,,3級,
390,1287,1551,,旧字,1/準1級,
390,1288,1552,奎,,1級,
390,1289,1553,挂,,1級,
390,1290,1554,炯,,1級,
390,1290,1555,烱,異体字,,
390,1291,1556,盻,,1級,
390,1292,1557,荊,,準1級,
390,1292,1558,,異体字,,
391,1293,1559,計,,9級,
391,1294,1560,迥,,1級,
391,1295,1561,勍,,1級,
391,1296,1562,奚,,1級,
391,1297,1563,恵,,4級,
391,1297,1564,惠,旧字,1/準1級,
392,1298,1565,桂,,準1級,
392,1299,1566,珪,,準1級,
392,1300,1567,啓,,3級,
392,1300,1568,,旧字,1/準1級,
392,1301,1569,掲,,3級,
392,1301,1570,揭,旧字,1/準1級,
393,1302,1571,渓,,準2級,
393,1302,1572,溪,旧字,1/準1級,
393,1303,1573,畦,,準1級,
393,1304,1574,硅,,1級,
393,1305,1575,経,,6級,
393,1305,1576,經,旧字,1/準1級,
394,1306,1577,絅,,1級,
394,1307,1578,脛,,1級,
394,1308,1579,蛍,,準2級,
394,1308,1580,螢,旧字,1/準1級,
395,1309,1581,袿,,1級,
395,1310,1582,逕,,1級,
395,1311,1583,卿,,準1級,
395,1311,1584,,異体字,,
395,1311,1585,,異体字,,
395,1312,1586,敬,,5級,
395,1312,1587,,旧字,1/準1級,
396,1313,1588,景,,7級,
396,1314,1589,痙,,1級,
396,1315,1590,,,1級,
396,1315,1591,笄,異体字,,
396,1316,1592,軽,,8級,
396,1316,1593,輕,旧字,1/準1級,
397,1317,1594,傾,,4級,
398,1318,1595,携,,3級,
398,1319,1596,,,1級,
398,1319,1597,煢,異体字,,
398,1320,1598,継,,4級,
398,1320,1599,繼,旧字,1/準1級,
399,1321,1600,罫,,準1級,
399,1322,1601,詣,,2級,
399,1323,1602,,,1級,
399,1323,1603,夐,異体字,,
399,1324,1604,禊,,1級,
399,1325,1605,,,1級,
399,1325,1606,綮,異体字,,
399,1326,1607,閨,,1級,
399,1327,1608,慶,,準2級,
400,1328,1609,憬,,2級,
400,1329,1610,慧,,準1級,
400,1330,1611,稽,,2級,
400,1330,1612,,異体字,,
400,1331,1613,憩,,3級,
400,1332,1614,檠,,1級,
400,1333,1615,磬,,1級,
400,1334,1616,薊,,1級,
401,1335,1617,頸,,準1級,
401,1335,1618,頚,異体字,,
401,1336,1619,髻,,1級,
401,1337,1620,谿,,1級,
401,1338,1621,蹊,,1級,
401,1339,1622,鮭,,準1級,
401,1340,1623,,,1級,
401,1340,1624,瓊,異体字,,
401,1341,1625,蟪,,1級,
401,1342,1626,謦,,1級,
401,1343,1627,,,1級,
402,1343,1628,醯,異体字,,
402,1344,1629,繫,,準1級,
402,1344,1630,繋,異体字,,
402,1345,1631,警,,5級,
402,1345,1632,,旧字,1/準1級,
403,1346,1633,鶏,,3級,
403,1346,1634,鷄,旧字,1/準1級,
403,1347,1635,馨,,準1級,
403,1348,1636,芸,,7級,
403,1348,1637,,旧字,1/準1級,
403,1348,1638,藝,旧字,1/準1級,
404,1349,1639,迎,,4級,
404,1349,1640,,旧字,1/準1級,
404,1350,1641,倪,,1級,
404,1351,1642,猊,,1級,
404,1352,1643,睨,,1級,
404,1353,1644,貎,,1級,
405,1354,1645,霓,,1級,
405,1355,1646,鯨,,3級,
405,1356,1647,鯢,,1級,
405,1357,1648,麑,,1級,
405,1358,1649,黥,,1級,
405,1359,1650,囈,,1級,
406,1360,1651,,,1級,
406,1360,1652,鵙,異体字,,
406,1361,1653,郤,,1級,
406,1362,1654,戟,,準1級,
406,1363,1655,隙,,2級,
406,1363,1656,,異体字,準1級,
406,1364,1657,覡,,1級,
406,1365,1658,劇,,5級,
407,1366,1659,撃,,4級,
407,1366,1660,擊,旧字,1/準1級,
407,1367,1661,鴃,,1級,
407,1367,1662,鴂,異体字,,
407,1368,1663,激,,5級,
408,1369,1664,檄,,1級,
408,1370,1665,闃,,1級,
408,1371,1666,鬩,,1級,
408,1372,1667,鷁,,1級,
408,1373,1668,桁,,2級,
409,1374,1669,纈,,1級,
409,1375,1670,孑,,1級,
409,1376,1671,欠,,7級,
409,1376,1672,缺,旧字,1/準1級,
409,1376,1673,欠,,1級,元の欠
409,1377,1674,穴,,5級,
410,1378,1675,刔,,1級,
410,1379,1676,血,,8級,
411,1380,1677,抉,,1級,
411,1381,1678,決,,8級,
412,1382,1679,頁,,準1級,
412,1383,1680,挈,,1級,
412,1384,1681,,,1級,
412,1384,1682,桀,異体字,,
412,1385,1683,訐,,1級,
412,1386,1684,偈,,1級,
412,1387,1685,訣,,準1級,
412,1388,1686,厥,,1級,
412,1389,1687,結,,7級,
414,1390,1688,傑,,準2級,
414,1390,1689,,旧字,1/準1級,
414,1391,1690,歇,,1級,
414,1392,1691,碣,,1級,
414,1393,1692,竭,,1級,
414,1394,1693,潔,,6級,
414,1394,1694,,旧字,1/準1級,
414,1395,1695,獗,,1級,
414,1396,1696,蕨,,準1級,
414,1397,1697,頡,,1級,
414,1398,1698,闕,,1級,
415,1399,1699,譎,,1級,
415,1400,1700,蹶,,1級,
415,1401,1701,襭,,1級,
415,1402,1702,月,,10級,
416,1403,1703,孼,,1級,
416,1403,1704,孽,異体字,,
416,1404,1705,櫱,,1級,
416,1404,1706,蘖,異体字,,
417,1405,1707,齧,,1級,
417,1405,1708,囓,異体字,,
417,1406,1709,,,1級,孼米
417,1407,1710,犬,,10級,
418,1408,1711,件,,6級,
418,1409,1712,幵,,1級,
418,1410,1713,見,,10級,
420,1411,1714,券,,5級,
420,1411,1715,,旧字,1/準1級,
420,1412,1716,肩,,4級,
420,1412,1717,,旧字,1/準1級,
420,1413,1718,俔,,1級,
420,1414,1719,姸,,1級,
421,1414,1720,妍,異体字,,
