漢字,JIS面区点コード,ユニコード,JIS水準
册,1-49-38,U+518C,2
冉,1-49-39,U+5189,2
冏,1-49-40,U+518F,2
冑,1-49-41,U+5191,2
冓,1-49-42,U+5193,2
冕,1-49-43,U+5195,2
冖,1-49-44,U+5196,2
冤,1-49-45,U+51A4,2
冦,1-49-46,U+51A6,2
冢,1-49-47,U+51A2,2
冩,1-49-48,U+51A9,2
冪,1-49-49,U+51AA,2
冫,1-49-50,U+51AB,2
决,1-49-51,U+51B3,2
冱,1-49-52,U+51B1,2
冲,1-49-53,U+51B2,2
冰,1-49-54,U+51B0,2
况,1-49-55,U+51B5,2
冽,1-49-56,U+51BD,2
凅,1-49-57,U+51C5,2
凉,1-49-58,U+51C9,2
凛,1-49-59,U+51DB,2
几,1-49-60,U+51E0,2
處,1-49-61,U+8655,2
凩,1-49-62,U+51E9,2
凭,1-49-63,U+51ED,2
凰,1-49-64,U+51F0,2
凵,1-49-65,U+51F5,2
凾,1-49-66,U+51FE,2
刄,1-49-67,U+5204,2
刋,1-49-68,U+520B,2
刔,1-49-69,U+5214,2
刎,1-49-70,U+520E,2
刧,1-49-71,U+5227,2
刪,1-49-72,U+522A,2
刮,1-49-73,U+522E,2
刳,1-49-74,U+5233,2
刹,1-49-75,U+5239,2
剏,1-49-76,U+524F,2
剄,1-49-77,U+5244,2
剋,1-49-78,U+524B,2
剌,1-49-79,U+524C,2
剞,1-49-80,U+525E,2
剔,1-49-81,U+5254,2
剪,1-49-82,U+526A,2
剴,1-49-83,U+5274,2
剩,1-49-84,U+5269,2
剳,1-49-85,U+5273,2
剿,1-49-86,U+527F,2
剽,1-49-87,U+527D,2
劍,1-49-88,U+528D,2
劔,1-49-89,U+5294,2
劒,1-49-90,U+5292,2
剱,1-49-91,U+5271,2
劈,1-49-92,U+5288,2
劑,1-49-93,U+5291,2
辨,1-49-94,U+8FA8,2
辧,1-50-01,U+8FA7,2
劬,1-50-02,U+52AC,2
劭,1-50-03,U+52AD,2
劼,1-50-04,U+52BC,2
劵,1-50-05,U+52B5,2
勁,1-50-06,U+52C1,2
勍,1-50-07,U+52CD,2
勗,1-50-08,U+52D7,2
勞,1-50-09,U+52DE,2
勣,1-50-10,U+52E3,2
勦,1-50-11,U+52E6,2
飭,1-50-12,U+98ED,2
勠,1-50-13,U+52E0,2
勳,1-50-14,U+52F3,2
勵,1-50-15,U+52F5,2
勸,1-50-16,U+52F8,2
勹,1-50-17,U+52F9,2
匆,1-50-18,U+5306,2
匈,1-50-19,U+5308,2
甸,1-50-20,U+7538,2
匍,1-50-21,U+530D,2
匐,1-50-22,U+5310,2
匏,1-50-23,U+530F,2
匕,1-50-24,U+5315,2
匚,1-50-25,U+531A,2
匣,1-50-26,U+5323,2
匯,1-50-27,U+532F,2
匱,1-50-28,U+5331,2
匳,1-50-29,U+5333,2
匸,1-50-30,U+5338,2
區,1-50-31,U+5340,2
卆,1-50-32,U+5346,2
卅,1-50-33,U+5345,2
丗,1-50-34,U+4E17,2
卉,1-50-35,U+5349,2
卍,1-50-36,U+534D,2
凖,1-50-37,U+51D6,2
卞,1-50-38,U+535E,2
卩,1-50-39,U+5369,2
卮,1-50-40,U+536E,2
夘,1-50-41,U+5918,2
卻,1-50-42,U+537B,2
卷,1-50-43,U+5377,2
厂,1-50-44,U+5382,2
厖,1-50-45,U+5396,2
厠,1-50-46,U+53A0,2
厦,1-50-47,U+53A6,2
厥,1-50-48,U+53A5,2
厮,1-50-49,U+53AE,2
厰,1-50-50,U+53B0,2
厶,1-50-51,U+53B6,2
參,1-50-52,U+53C3,2
簒,1-50-53,U+7C12,2
雙,1-50-54,U+96D9,2
叟,1-50-55,U+53DF,2
曼,1-50-56,U+66FC,2
燮,1-50-57,U+71EE,2
叮,1-50-58,U+53EE,2
叨,1-50-59,U+53E8,2
叭,1-50-60,U+53ED,2
叺,1-50-61,U+53FA,2
吁,1-50-62,U+5401,2
吽,1-50-63,U+543D,2
呀,1-50-64,U+5440,2
听,1-50-65,U+542C,2
吭,1-50-66,U+542D,2
吼,1-50-67,U+543C,2
吮,1-50-68,U+542E,2
吶,1-50-69,U+5436,2
吩,1-50-70,U+5429,2
吝,1-50-71,U+541D,2
呎,1-50-72,U+544E,2
咏,1-50-73,U+548F,2
呵,1-50-74,U+5475,2
咎,1-50-75,U+548E,2
呟,1-50-76,U+545F,2
呱,1-50-77,U+5471,2
呷,1-50-78,U+5477,2
呰,1-50-79,U+5470,2
咒,1-50-80,U+5492,2
呻,1-50-81,U+547B,2
咀,1-50-82,U+5480,2
呶,1-50-83,U+5476,2
咄,1-50-84,U+5484,2
咐,1-50-85,U+5490,2
咆,1-50-86,U+5486,2
哇,1-50-87,U+54C7,2
咢,1-50-88,U+54A2,2
咸,1-50-89,U+54B8,2
咥,1-50-90,U+54A5,2
咬,1-50-91,U+54AC,2
哄,1-50-92,U+54C4,2
哈,1-50-93,U+54C8,2
咨,1-50-94,U+54A8,2
咫,1-51-01,U+54AB,2
哂,1-51-02,U+54C2,2
咤,1-51-03,U+54A4,2
咾,1-51-04,U+54BE,2
咼,1-51-05,U+54BC,2
哘,1-51-06,U+54D8,2
哥,1-51-07,U+54E5,2
哦,1-51-08,U+54E6,2
唏,1-51-09,U+550F,2
唔,1-51-10,U+5514,2
哽,1-51-11,U+54FD,2
哮,1-51-12,U+54EE,2
哭,1-51-13,U+54ED,2
哺,1-51-14,U+54FA,2
哢,1-51-15,U+54E2,2
唹,1-51-16,U+5539,2
啀,1-51-17,U+5540,2
啣,1-51-18,U+5563,2
啌,1-51-19,U+554C,2
售,1-51-20,U+552E,2
啜,1-51-21,U+555C,2
啅,1-51-22,U+5545,2
啖,1-51-23,U+5556,2
啗,1-51-24,U+5557,2
唸,1-51-25,U+5538,2
唳,1-51-26,U+5533,2
啝,1-51-27,U+555D,2
喙,1-51-28,U+5599,2
喀,1-51-29,U+5580,2
咯,1-51-30,U+54AF,2
喊,1-51-31,U+558A,2
喟,1-51-32,U+559F,2
啻,1-51-33,U+557B,2
啾,1-51-34,U+557E,2
喘,1-51-35,U+5598,2
喞,1-51-36,U+559E,2
單,1-51-37,U+55AE,2
啼,1-51-38,U+557C,2
喃,1-51-39,U+5583,2
喩,1-51-40,U+55A9,2
喇,1-51-41,U+5587,2
喨,1-51-42,U+55A8,2
嗚,1-51-43,U+55DA,2
嗅,1-51-44,U+55C5,2
嗟,1-51-45,U+55DF,2
嗄,1-51-46,U+55C4,2
嗜,1-51-47,U+55DC,2
嗤,1-51-48,U+55E4,2
嗔,1-51-49,U+55D4,2
嘔,1-51-50,U+5614,2
嗷,1-51-51,U+55F7,2
嘖,1-51-52,U+5616,2
嗾,1-51-53,U+55FE,2
嗽,1-51-54,U+55FD,2
嘛,1-51-55,U+561B,2
嗹,1-51-56,U+55F9,2
噎,1-51-57,U+564E,2
噐,1-51-58,U+5650,2
營,1-51-59,U+71DF,2
嘴,1-51-60,U+5634,2
嘶,1-51-61,U+5636,2
嘲,1-51-62,U+5632,2
嘸,1-51-63,U+5638,2
噫,1-51-64,U+566B,2
噤,1-51-65,U+5664,2
嘯,1-51-66,U+562F,2
噬,1-51-67,U+566C,2
噪,1-51-68,U+566A,2
嚆,1-51-69,U+5686,2
嚀,1-51-70,U+5680,2
嚊,1-51-71,U+568A,2
嚠,1-51-72,U+56A0,2
嚔,1-51-73,U+5694,2
嚏,1-51-74,U+568F,2
嚥,1-51-75,U+56A5,2
嚮,1-51-76,U+56AE,2
嚶,1-51-77,U+56B6,2
嚴,1-51-78,U+56B4,2
囂,1-51-79,U+56C2,2
嚼,1-51-80,U+56BC,2
囁,1-51-81,U+56C1,2
囃,1-51-82,U+56C3,2
囀,1-51-83,U+56C0,2
囈,1-51-84,U+56C8,2
囎,1-51-85,U+56CE,2
囑,1-51-86,U+56D1,2
囓,1-51-87,U+56D3,2
囗,1-51-88,U+56D7,2
囮,1-51-89,U+56EE,2
囹,1-51-90,U+56F9,2
圀,1-51-91,U+5700,2
囿,1-51-92,U+56FF,2
圄,1-51-93,U+5704,2
圉,1-51-94,U+5709,2
圈,1-52-01,U+5708,2
國,1-52-02,U+570B,2
圍,1-52-03,U+570D,2
圓,1-52-04,U+5713,2
團,1-52-05,U+5718,2
圖,1-52-06,U+5716,2
嗇,1-52-07,U+55C7,2
圜,1-52-08,U+571C,2
圦,1-52-09,U+5726,2
圷,1-52-10,U+5737,2
圸,1-52-11,U+5738,2
坎,1-52-12,U+574E,2
圻,1-52-13,U+573B,2
址,1-52-14,U+5740,2
坏,1-52-15,U+574F,2
坩,1-52-16,U+5769,2
埀,1-52-17,U+57C0,2
垈,1-52-18,U+5788,2
坡,1-52-19,U+5761,2
坿,1-52-20,U+577F,2
垉,1-52-21,U+5789,2
垓,1-52-22,U+5793,2
垠,1-52-23,U+57A0,2
垳,1-52-24,U+57B3,2
垤,1-52-25,U+57A4,2
垪,1-52-26,U+57AA,2
垰,1-52-27,U+57B0,2
埃,1-52-28,U+57C3,2
埆,1-52-29,U+57C6,2
埔,1-52-30,U+57D4,2
埒,1-52-31,U+57D2,2
埓,1-52-32,U+57D3,2
堊,1-52-33,U+580A,2
埖,1-52-34,U+57D6,2
埣,1-52-35,U+57E3,2
堋,1-52-36,U+580B,2
堙,1-52-37,U+5819,2
堝,1-52-38,U+581D,2
塲,1-52-39,U+5872,2
堡,1-52-40,U+5821,2
塢,1-52-41,U+5862,2
塋,1-52-42,U+584B,2
塰,1-52-43,U+5870,2
毀,1-52-44,U+6BC0,2
塒,1-52-45,U+5852,2
堽,1-52-46,U+583D,2
塹,1-52-47,U+5879,2
墅,1-52-48,U+5885,2
墹,1-52-49,U+58B9,2
墟,1-52-50,U+589F,2
墫,1-52-51,U+58AB,2
墺,1-52-52,U+58BA,2
壞,1-52-53,U+58DE,2
墻,1-52-54,U+58BB,2
墸,1-52-55,U+58B8,2
墮,1-52-56,U+58AE,2
壅,1-52-57,U+58C5,2
壓,1-52-58,U+58D3,2
壑,1-52-59,U+58D1,2
壗,1-52-60,U+58D7,2
壙,1-52-61,U+58D9,2
壘,1-52-62,U+58D8,2
壥,1-52-63,U+58E5,2
壜,1-52-64,U+58DC,2
壤,1-52-65,U+58E4,2
壟,1-52-66,U+58DF,2
壯,1-52-67,U+58EF,2
壺,1-52-68,U+58FA,2
壹,1-52-69,U+58F9,2
壻,1-52-70,U+58FB,2
壼,1-52-71,U+58FC,2
壽,1-52-72,U+58FD,2
夂,1-52-73,U+5902,2
夊,1-52-74,U+590A,2
夐,1-52-75,U+5910,2
夛,1-52-76,U+591B,2
梦,1-52-77,U+68A6,2
夥,1-52-78,U+5925,2
夬,1-52-79,U+592C,2
夭,1-52-80,U+592D,2
夲,1-52-81,U+5932,2
夸,1-52-82,U+5938,2
夾,1-52-83,U+593E,2
竒,1-52-84,U+7AD2,2
奕,1-52-85,U+5955,2
奐,1-52-86,U+5950,2
奎,1-52-87,U+594E,2
奚,1-52-88,U+595A,2
奘,1-52-89,U+5958,2
奢,1-52-90,U+5962,2
奠,1-52-91,U+5960,2
奧,1-52-92,U+5967,2
奬,1-52-93,U+596C,2
奩,1-52-94,U+5969,2
奸,1-53-01,U+5978,2
妁,1-53-02,U+5981,2
妝,1-53-03,U+599D,2
佞,1-53-04,U+4F5E,2
侫,1-53-05,U+4FAB,2
妣,1-53-06,U+59A3,2
妲,1-53-07,U+59B2,2
姆,1-53-08,U+59C6,2
姨,1-53-09,U+59E8,2
姜,1-53-10,U+59DC,2
妍,1-53-11,U+598D,2
姙,1-53-12,U+59D9,2
姚,1-53-13,U+59DA,2
娥,1-53-14,U+5A25,2
娟,1-53-15,U+5A1F,2
娑,1-53-16,U+5A11,2
娜,1-53-17,U+5A1C,2
娉,1-53-18,U+5A09,2
娚,1-53-19,U+5A1A,2
婀,1-53-20,U+5A40,2
婬,1-53-21,U+5A6C,2
婉,1-53-22,U+5A49,2
娵,1-53-23,U+5A35,2
娶,1-53-24,U+5A36,2
婢,1-53-25,U+5A62,2
婪,1-53-26,U+5A6A,2
媚,1-53-27,U+5A9A,2
媼,1-53-28,U+5ABC,2
媾,1-53-29,U+5ABE,2
嫋,1-53-30,U+5ACB,2
嫂,1-53-31,U+5AC2,2
媽,1-53-32,U+5ABD,2
嫣,1-53-33,U+5AE3,2
嫗,1-53-34,U+5AD7,2
嫦,1-53-35,U+5AE6,2
嫩,1-53-36,U+5AE9,2
嫖,1-53-37,U+5AD6,2
嫺,1-53-38,U+5AFA,2
嫻,1-53-39,U+5AFB,2
嬌,1-53-40,U+5B0C,2
嬋,1-53-41,U+5B0B,2
嬖,1-53-42,U+5B16,2
嬲,1-53-43,U+5B32,2
嫐,1-53-44,U+5AD0,2
嬪,1-53-45,U+5B2A,2
嬶,1-53-46,U+5B36,2
嬾,1-53-47,U+5B3E,2
孃,1-53-48,U+5B43,2
孅,1-53-49,U+5B45,2
孀,1-53-50,U+5B40,2
孑,1-53-51,U+5B51,2
孕,1-53-52,U+5B55,2
孚,1-53-53,U+5B5A,2
孛,1-53-54,U+5B5B,2
孥,1-53-55,U+5B65,2
孩,1-53-56,U+5B69,2
孰,1-53-57,U+5B70,2
孳,1-53-58,U+5B73,2
孵,1-53-59,U+5B75,2
學,1-53-60,U+5B78,2
斈,1-53-61,U+6588,2
孺,1-53-62,U+5B7A,2
宀,1-53-63,U+5B80,2
它,1-53-64,U+5B83,2
宦,1-53-65,U+5BA6,2
宸,1-53-66,U+5BB8,2
寃,1-53-67,U+5BC3,2
寇,1-53-68,U+5BC7,2
寉,1-53-69,U+5BC9,2
寔,1-53-70,U+5BD4,2
寐,1-53-71,U+5BD0,2
寤,1-53-72,U+5BE4,2
實,1-53-73,U+5BE6,2
寢,1-53-74,U+5BE2,2
寞,1-53-75,U+5BDE,2
寥,1-53-76,U+5BE5,2
寫,1-53-77,U+5BEB,2
寰,1-53-78,U+5BF0,2
寶,1-53-79,U+5BF6,2
寳,1-53-80,U+5BF3,2
尅,1-53-81,U+5C05,2
將,1-53-82,U+5C07,2
專,1-53-83,U+5C08,2
對,1-53-84,U+5C0D,2
尓,1-53-85,U+5C13,2
尠,1-53-86,U+5C20,2
尢,1-53-87,U+5C22,2
尨,1-53-88,U+5C28,2
尸,1-53-89,U+5C38,2
尹,1-53-90,U+5C39,2
屁,1-53-91,U+5C41,2
屆,1-53-92,U+5C46,2
屎,1-53-93,U+5C4E,2
屓,1-53-94,U+5C53,2
屐,1-54-01,U+5C50,2
屏,1-54-02,U+5C4F,2
孱,1-54-03,U+5B71,2
屬,1-54-04,U+5C6C,2
屮,1-54-05,U+5C6E,2
乢,1-54-06,U+4E62,2
屶,1-54-07,U+5C76,2
屹,1-54-08,U+5C79,2
岌,1-54-09,U+5C8C,2
岑,1-54-10,U+5C91,2
岔,1-54-11,U+5C94,2
妛,1-54-12,U+599B,2
岫,1-54-13,U+5CAB,2
岻,1-54-14,U+5CBB,2
岶,1-54-15,U+5CB6,2
岼,1-54-16,U+5CBC,2
岷,1-54-17,U+5CB7,2
峅,1-54-18,U+5CC5,2
岾,1-54-19,U+5CBE,2
峇,1-54-20,U+5CC7,2
峙,1-54-21,U+5CD9,2
峩,1-54-22,U+5CE9,2
峽,1-54-23,U+5CFD,2
峺,1-54-24,U+5CFA,2
峭,1-54-25,U+5CED,2
嶌,1-54-26,U+5D8C,2
峪,1-54-27,U+5CEA,2
崋,1-54-28,U+5D0B,2
崕,1-54-29,U+5D15,2
崗,1-54-30,U+5D17,2
嵜,1-54-31,U+5D5C,2
崟,1-54-32,U+5D1F,2
崛,1-54-33,U+5D1B,2
崑,1-54-34,U+5D11,2
崔,1-54-35,U+5D14,2
崢,1-54-36,U+5D22,2
崚,1-54-37,U+5D1A,2
崙,1-54-38,U+5D19,2
崘,1-54-39,U+5D18,2
嵌,1-54-40,U+5D4C,2
嵒,1-54-41,U+5D52,2
嵎,1-54-42,U+5D4E,2
嵋,1-54-43,U+5D4B,2
嵬,1-54-44,U+5D6C,2
嵳,1-54-45,U+5D73,2
嵶,1-54-46,U+5D76,2
嶇,1-54-47,U+5D87,2
嶄,1-54-48,U+5D84,2
嶂,1-54-49,U+5D82,2
嶢,1-54-50,U+5DA2,2
嶝,1-54-51,U+5D9D,2
嶬,1-54-52,U+5DAC,2
嶮,1-54-53,U+5DAE,2
嶽,1-54-54,U+5DBD,2
嶐,1-54-55,U+5D90,2
嶷,1-54-56,U+5DB7,2
嶼,1-54-57,U+5DBC,2
巉,1-54-58,U+5DC9,2
巍,1-54-59,U+5DCD,2
巓,1-54-60,U+5DD3,2
巒,1-54-61,U+5DD2,2
巖,1-54-62,U+5DD6,2
巛,1-54-63,U+5DDB,2
巫,1-54-64,U+5DEB,2
已,1-54-65,U+5DF2,2
巵,1-54-66,U+5DF5,2
帋,1-54-67,U+5E0B,2
帚,1-54-68,U+5E1A,2
帙,1-54-69,U+5E19,2
帑,1-54-70,U+5E11,2
帛,1-54-71,U+5E1B,2
帶,1-54-72,U+5E36,2
帷,1-54-73,U+5E37,2
幄,1-54-74,U+5E44,2
幃,1-54-75,U+5E43,2
幀,1-54-76,U+5E40,2
幎,1-54-77,U+5E4E,2
幗,1-54-78,U+5E57,2
幔,1-54-79,U+5E54,2
幟,1-54-80,U+5E5F,2
幢,1-54-81,U+5E62,2
幤,1-54-82,U+5E64,2
幇,1-54-83,U+5E47,2
幵,1-54-84,U+5E75,2
并,1-54-85,U+5E76,2
幺,1-54-86,U+5E7A,2
麼,1-54-87,U+9EBC,2
广,1-54-88,U+5E7F,2
庠,1-54-89,U+5EA0,2
廁,1-54-90,U+5EC1,2
廂,1-54-91,U+5EC2,2
廈,1-54-92,U+5EC8,2
廐,1-54-93,U+5ED0,2
廏,1-54-94,U+5ECF,2
廖,1-55-01,U+5ED6,2
廣,1-55-02,U+5EE3,2
廝,1-55-03,U+5EDD,2
廚,1-55-04,U+5EDA,2
廛,1-55-05,U+5EDB,2
廢,1-55-06,U+5EE2,2
廡,1-55-07,U+5EE1,2
廨,1-55-08,U+5EE8,2
廩,1-55-09,U+5EE9,2
廬,1-55-10,U+5EEC,2
廱,1-55-11,U+5EF1,2
廳,1-55-12,U+5EF3,2
廰,1-55-13,U+5EF0,2
廴,1-55-14,U+5EF4,2
廸,1-55-15,U+5EF8,2
廾,1-55-16,U+5EFE,2
弃,1-55-17,U+5F03,2
弉,1-55-18,U+5F09,2
彝,1-55-19,U+5F5D,2
彜,1-55-20,U+5F5C,2
弋,1-55-21,U+5F0B,2
弑,1-55-22,U+5F11,2
弖,1-55-23,U+5F16,2
弩,1-55-24,U+5F29,2
弭,1-55-25,U+5F2D,2
弸,1-55-26,U+5F38,2
彁,1-55-27,U+5F41,2
彈,1-55-28,U+5F48,2
彌,1-55-29,U+5F4C,2
彎,1-55-30,U+5F4E,2
弯,1-55-31,U+5F2F,2
彑,1-55-32,U+5F51,2
彖,1-55-33,U+5F56,2
彗,1-55-34,U+5F57,2
彙,1-55-35,U+5F59,2
彡,1-55-36,U+5F61,2
彭,1-55-37,U+5F6D,2
彳,1-55-38,U+5F73,2
彷,1-55-39,U+5F77,2
徃,1-55-40,U+5F83,2
徂,1-55-41,U+5F82,2
彿,1-55-42,U+5F7F,2
徊,1-55-43,U+5F8A,2
很,1-55-44,U+5F88,2
徑,1-55-45,U+5F91,2
徇,1-55-46,U+5F87,2
從,1-55-47,U+5F9E,2
徙,1-55-48,U+5F99,2
徘,1-55-49,U+5F98,2
徠,1-55-50,U+5FA0,2
徨,1-55-51,U+5FA8,2
徭,1-55-52,U+5FAD,2
徼,1-55-53,U+5FBC,2
忖,1-55-54,U+5FD6,2
忻,1-55-55,U+5FFB,2
忤,1-55-56,U+5FE4,2
忸,1-55-57,U+5FF8,2
忱,1-55-58,U+5FF1,2
忝,1-55-59,U+5FDD,2
悳,1-55-60,U+60B3,2
忿,1-55-61,U+5FFF,2
怡,1-55-62,U+6021,2
恠,1-55-63,U+6060,2
怙,1-55-64,U+6019,2
怐,1-55-65,U+6010,2
怩,1-55-66,U+6029,2
怎,1-55-67,U+600E,2
怱,1-55-68,U+6031,2
怛,1-55-69,U+601B,2
怕,1-55-70,U+6015,2
怫,1-55-71,U+602B,2
怦,1-55-72,U+6026,2
怏,1-55-73,U+600F,2
怺,1-55-74,U+603A,2
恚,1-55-75,U+605A,2
恁,1-55-76,U+6041,2
恪,1-55-77,U+606A,2
恷,1-55-78,U+6077,2
恟,1-55-79,U+605F,2
恊,1-55-80,U+604A,2
恆,1-55-81,U+6046,2
恍,1-55-82,U+604D,2
恣,1-55-83,U+6063,2
恃,1-55-84,U+6043,2
恤,1-55-85,U+6064,2
恂,1-55-86,U+6042,2
恬,1-55-87,U+606C,2
恫,1-55-88,U+606B,2
恙,1-55-89,U+6059,2
悁,1-55-90,U+6081,2
悍,1-55-91,U+608D,2
惧,1-55-92,U+60E7,2
悃,1-55-93,U+6083,2
悚,1-55-94,U+609A,2
悄,1-56-01,U+6084,2
悛,1-56-02,U+609B,2
悖,1-56-03,U+6096,2
悗,1-56-04,U+6097,2
悒,1-56-05,U+6092,2
悧,1-56-06,U+60A7,2
悋,1-56-07,U+608B,2
惡,1-56-08,U+60E1,2
悸,1-56-09,U+60B8,2
惠,1-56-10,U+60E0,2
惓,1-56-11,U+60D3,2
悴,1-56-12,U+60B4,2
忰,1-56-13,U+5FF0,2
悽,1-56-14,U+60BD,2
惆,1-56-15,U+60C6,2
悵,1-56-16,U+60B5,2
惘,1-56-17,U+60D8,2
慍,1-56-18,U+614D,2
愕,1-56-19,U+6115,2
愆,1-56-20,U+6106,2
惶,1-56-21,U+60F6,2
惷,1-56-22,U+60F7,2
愀,1-56-23,U+6100,2
惴,1-56-24,U+60F4,2
惺,1-56-25,U+60FA,2
愃,1-56-26,U+6103,2
愡,1-56-27,U+6121,2
惻,1-56-28,U+60FB,2
惱,1-56-29,U+60F1,2
愍,1-56-30,U+610D,2
愎,1-56-31,U+610E,2
慇,1-56-32,U+6147,2
愾,1-56-33,U+613E,2
愨,1-56-34,U+6128,2
愧,1-56-35,U+6127,2
慊,1-56-36,U+614A,2
愿,1-56-37,U+613F,2
愼,1-56-38,U+613C,2
愬,1-56-39,U+612C,2
愴,1-56-40,U+6134,2
愽,1-56-41,U+613D,2
慂,1-56-42,U+6142,2
慄,1-56-43,U+6144,2
慳,1-56-44,U+6173,2
慷,1-56-45,U+6177,2
慘,1-56-46,U+6158,2
慙,1-56-47,U+6159,2
慚,1-56-48,U+615A,2
慫,1-56-49,U+616B,2
慴,1-56-50,U+6174,2
慯,1-56-51,U+616F,2
慥,1-56-52,U+6165,2
慱,1-56-53,U+6171,2
慟,1-56-54,U+615F,2
慝,1-56-55,U+615D,2
慓,1-56-56,U+6153,2
慵,1-56-57,U+6175,2
憙,1-56-58,U+6199,2
憖,1-56-59,U+6196,2
憇,1-56-60,U+6187,2
憬,1-56-61,U+61AC,2
憔,1-56-62,U+6194,2
憚,1-56-63,U+619A,2
憊,1-56-64,U+618A,2
憑,1-56-65,U+6191,2
憫,1-56-66,U+61AB,2
憮,1-56-67,U+61AE,2
懌,1-56-68,U+61CC,2
懊,1-56-69,U+61CA,2
應,1-56-70,U+61C9,2
懷,1-56-71,U+61F7,2
懈,1-56-72,U+61C8,2
懃,1-56-73,U+61C3,2
懆,1-56-74,U+61C6,2
憺,1-56-75,U+61BA,2
懋,1-56-76,U+61CB,2
罹,1-56-77,U+7F79,2
懍,1-56-78,U+61CD,2
懦,1-56-79,U+61E6,2
懣,1-56-80,U+61E3,2
懶,1-56-81,U+61F6,2
懺,1-56-82,U+61FA,2
懴,1-56-83,U+61F4,2
懿,1-56-84,U+61FF,2
懽,1-56-85,U+61FD,2
懼,1-56-86,U+61FC,2
懾,1-56-87,U+61FE,2
戀,1-56-88,U+6200,2
戈,1-56-89,U+6208,2
戉,1-56-90,U+6209,2
戍,1-56-91,U+620D,2
戌,1-56-92,U+620C,2
戔,1-56-93,U+6214,2
戛,1-56-94,U+621B,2
戞,1-57-01,U+621E,2
戡,1-57-02,U+6221,2
截,1-57-03,U+622A,2
戮,1-57-04,U+622E,2
戰,1-57-05,U+6230,2
戲,1-57-06,U+6232,2
戳,1-57-07,U+6233,2
扁,1-57-08,U+6241,2
扎,1-57-09,U+624E,2
扞,1-57-10,U+625E,2
扣,1-57-11,U+6263,2
扛,1-57-12,U+625B,2
扠,1-57-13,U+6260,2
扨,1-57-14,U+6268,2
扼,1-57-15,U+627C,2
抂,1-57-16,U+6282,2
抉,1-57-17,U+6289,2
找,1-57-18,U+627E,2
抒,1-57-19,U+6292,2
抓,1-57-20,U+6293,2
抖,1-57-21,U+6296,2
拔,1-57-22,U+62D4,2
抃,1-57-23,U+6283,2
抔,1-57-24,U+6294,2
拗,1-57-25,U+62D7,2
拑,1-57-26,U+62D1,2
抻,1-57-27,U+62BB,2
拏,1-57-28,U+62CF,2
拿,1-57-29,U+62FF,2
拆,1-57-30,U+62C6,2
擔,1-57-31,U+64D4,2
拈,1-57-32,U+62C8,2
拜,1-57-33,U+62DC,2
拌,1-57-34,U+62CC,2
拊,1-57-35,U+62CA,2
拂,1-57-36,U+62C2,2
拇,1-57-37,U+62C7,2
抛,1-57-38,U+629B,2
拉,1-57-39,U+62C9,2
挌,1-57-40,U+630C,2
拮,1-57-41,U+62EE,2
拱,1-57-42,U+62F1,2
挧,1-57-43,U+6327,2
挂,1-57-44,U+6302,2
挈,1-57-45,U+6308,2
拯,1-57-46,U+62EF,2
拵,1-57-47,U+62F5,2
捐,1-57-48,U+6350,2
挾,1-57-49,U+633E,2
捍,1-57-50,U+634D,2
搜,1-57-51,U+641C,2
捏,1-57-52,U+634F,2
掖,1-57-53,U+6396,2
掎,1-57-54,U+638E,2
掀,1-57-55,U+6380,2
掫,1-57-56,U+63AB,2
捶,1-57-57,U+6376,2
掣,1-57-58,U+63A3,2
掏,1-57-59,U+638F,2
掉,1-57-60,U+6389,2
掟,1-57-61,U+639F,2
掵,1-57-62,U+63B5,2
捫,1-57-63,U+636B,2
捩,1-57-64,U+6369,2
掾,1-57-65,U+63BE,2
揩,1-57-66,U+63E9,2
揀,1-57-67,U+63C0,2
揆,1-57-68,U+63C6,2
揣,1-57-69,U+63E3,2
揉,1-57-70,U+63C9,2
插,1-57-71,U+63D2,2
揶,1-57-72,U+63F6,2
揄,1-57-73,U+63C4,2
搖,1-57-74,U+6416,2
搴,1-57-75,U+6434,2
搆,1-57-76,U+6406,2
搓,1-57-77,U+6413,2
搦,1-57-78,U+6426,2
搶,1-57-79,U+6436,2
攝,1-57-80,U+651D,2
搗,1-57-81,U+6417,2
搨,1-57-82,U+6428,2
搏,1-57-83,U+640F,2
摧,1-57-84,U+6467,2
摯,1-57-85,U+646F,2
摶,1-57-86,U+6476,2
摎,1-57-87,U+644E,2
攪,1-57-88,U+652A,2
撕,1-57-89,U+6495,2
撓,1-57-90,U+6493,2
撥,1-57-91,U+64A5,2
撩,1-57-92,U+64A9,2
撈,1-57-93,U+6488,2
撼,1-57-94,U+64BC,2
據,1-58-01,U+64DA,2
擒,1-58-02,U+64D2,2
擅,1-58-03,U+64C5,2
擇,1-58-04,U+64C7,2
撻,1-58-05,U+64BB,2
擘,1-58-06,U+64D8,2
擂,1-58-07,U+64C2,2
擱,1-58-08,U+64F1,2
擧,1-58-09,U+64E7,2
舉,1-58-10,U+8209,2
擠,1-58-11,U+64E0,2
擡,1-58-12,U+64E1,2
抬,1-58-13,U+62AC,2
擣,1-58-14,U+64E3,2
擯,1-58-15,U+64EF,2
攬,1-58-16,U+652C,2
擶,1-58-17,U+64F6,2
擴,1-58-18,U+64F4,2
擲,1-58-19,U+64F2,2
擺,1-58-20,U+64FA,2
攀,1-58-21,U+6500,2
擽,1-58-22,U+64FD,2
